序号,起始SOC(%),结束SOC(%),SOC增量(%),预测时长(分钟),预测时长(小时)
1,0,1,1,7.94,0.132
2,0,2,2,7.94,0.132
3,0,3,3,7.94,0.132
4,0,4,4,7.94,0.132
5,0,5,5,7.94,0.132
6,0,6,6,7.94,0.132
7,0,7,7,7.94,0.132
8,0,8,8,7.8,0.13
9,0,9,9,7.8,0.13
10,0,10,10,7.8,0.13
11,0,11,11,7.8,0.13
12,0,12,12,7.8,0.13
13,0,13,13,13.88,0.231
14,0,14,14,13.88,0.231
15,0,15,15,13.88,0.231
16,0,16,16,13.88,0.231
17,0,17,17,13.88,0.231
18,0,18,18,18.05,0.301
19,0,19,19,18.05,0.301
20,0,20,20,18.05,0.301
21,0,21,21,18.05,0.301
22,0,22,22,18.05,0.301
23,0,23,23,18.14,0.302
24,0,24,24,18.14,0.302
25,0,25,25,18.14,0.302
26,0,26,26,18.14,0.302
27,0,27,27,18.14,0.302
28,0,28,28,20.86,0.348
29,0,29,29,20.86,0.348
30,0,30,30,20.86,0.348
31,0,31,31,20.86,0.348
32,0,32,32,20.86,0.348
33,0,33,33,30.99,0.517
34,0,34,34,30.99,0.517
35,0,35,35,30.99,0.517
36,0,36,36,30.99,0.517
37,0,37,37,30.99,0.517
38,0,38,38,33.35,0.556
39,0,39,39,33.35,0.556
40,0,40,40,33.35,0.556
41,0,41,41,33.35,0.556
42,0,42,42,33.35,0.556
43,0,43,43,37.04,0.617
44,0,44,44,37.04,0.617
45,0,45,45,37.04,0.617
46,0,46,46,37.04,0.617
47,0,47,47,37.04,0.617
48,0,48,48,40.93,0.682
49,0,49,49,40.93,0.682
50,0,50,50,40.93,0.682
51,0,51,51,40.93,0.682
52,0,52,52,40.93,0.682
53,0,53,53,42.12,0.702
54,0,54,54,42.12,0.702
55,0,55,55,42.12,0.702
56,0,56,56,42.12,0.702
57,0,57,57,42.12,0.702
58,0,58,58,42.04,0.701
59,0,59,59,42.04,0.701
60,0,60,60,42.04,0.701
61,0,61,61,42.04,0.701
62,0,62,62,42.04,0.701
63,0,63,63,45.49,0.758
64,0,64,64,45.49,0.758
65,0,65,65,45.49,0.758
66,0,66,66,45.49,0.758
67,0,67,67,45.49,0.758
68,0,68,68,45.49,0.758
69,0,69,69,45.49,0.758
70,0,70,70,45.49,0.758
71,0,71,71,45.49,0.758
72,0,72,72,45.49,0.758
73,0,73,73,45.49,0.758
74,0,74,74,45.49,0.758
75,0,75,75,45.49,0.758
76,0,76,76,45.49,0.758
77,0,77,77,45.49,0.758
78,0,78,78,45.49,0.758
79,0,79,79,45.49,0.758
80,0,80,80,45.49,0.758
81,0,81,81,45.49,0.758
82,0,82,82,45.49,0.758
83,0,83,83,45.49,0.758
84,0,84,84,45.49,0.758
85,0,85,85,45.49,0.758
86,0,86,86,45.49,0.758
87,0,87,87,45.49,0.758
88,0,88,88,45.49,0.758
89,0,89,89,45.49,0.758
90,0,90,90,45.49,0.758
91,0,91,91,46.2,0.77
92,0,92,92,46.2,0.77
93,0,93,93,49.23,0.821
94,0,94,94,49.23,0.821
95,0,95,95,49.23,0.821
96,0,96,96,49.23,0.821
97,0,97,97,49.23,0.821
98,0,98,98,51.37,0.856
99,0,99,99,51.37,0.856
100,0,100,100,52.02,0.867
101,1,2,1,7.94,0.132
102,1,3,2,7.94,0.132
103,1,4,3,7.94,0.132
104,1,5,4,7.94,0.132
105,1,6,5,7.94,0.132
106,1,7,6,7.94,0.132
107,1,8,7,7.94,0.132
108,1,9,8,7.8,0.13
109,1,10,9,7.8,0.13
110,1,11,10,7.8,0.13
111,1,12,11,7.8,0.13
112,1,13,12,7.8,0.13
113,1,14,13,13.88,0.231
114,1,15,14,13.88,0.231
115,1,16,15,13.88,0.231
116,1,17,16,13.88,0.231
117,1,18,17,13.88,0.231
118,1,19,18,18.05,0.301
119,1,20,19,18.05,0.301
120,1,21,20,18.05,0.301
121,1,22,21,18.05,0.301
122,1,23,22,18.05,0.301
123,1,24,23,18.14,0.302
124,1,25,24,18.14,0.302
125,1,26,25,18.14,0.302
126,1,27,26,18.14,0.302
127,1,28,27,18.14,0.302
128,1,29,28,20.86,0.348
129,1,30,29,20.86,0.348
130,1,31,30,20.86,0.348
131,1,32,31,20.86,0.348
132,1,33,32,20.86,0.348
133,1,34,33,30.99,0.517
134,1,35,34,30.99,0.517
135,1,36,35,30.99,0.517
136,1,37,36,30.99,0.517
137,1,38,37,30.99,0.517
138,1,39,38,33.35,0.556
139,1,40,39,33.35,0.556
140,1,41,40,33.35,0.556
141,1,42,41,33.35,0.556
142,1,43,42,33.35,0.556
143,1,44,43,37.04,0.617
144,1,45,44,37.04,0.617
145,1,46,45,37.04,0.617
146,1,47,46,37.04,0.617
147,1,48,47,37.04,0.617
148,1,49,48,40.93,0.682
149,1,50,49,40.93,0.682
150,1,51,50,40.93,0.682
151,1,52,51,40.93,0.682
152,1,53,52,40.93,0.682
153,1,54,53,42.12,0.702
154,1,55,54,42.12,0.702
155,1,56,55,42.12,0.702
156,1,57,56,42.12,0.702
157,1,58,57,42.12,0.702
158,1,59,58,42.04,0.701
159,1,60,59,42.04,0.701
160,1,61,60,42.04,0.701
161,1,62,61,42.04,0.701
162,1,63,62,42.04,0.701
163,1,64,63,45.49,0.758
164,1,65,64,45.49,0.758
165,1,66,65,45.49,0.758
166,1,67,66,45.49,0.758
167,1,68,67,45.49,0.758
168,1,69,68,45.49,0.758
169,1,70,69,45.49,0.758
170,1,71,70,45.49,0.758
171,1,72,71,45.49,0.758
172,1,73,72,45.49,0.758
173,1,74,73,45.49,0.758
174,1,75,74,45.49,0.758
175,1,76,75,45.49,0.758
176,1,77,76,45.49,0.758
177,1,78,77,45.49,0.758
178,1,79,78,45.49,0.758
179,1,80,79,45.49,0.758
180,1,81,80,45.49,0.758
181,1,82,81,45.49,0.758
182,1,83,82,45.49,0.758
183,1,84,83,45.49,0.758
184,1,85,84,45.49,0.758
185,1,86,85,45.49,0.758
186,1,87,86,45.49,0.758
187,1,88,87,45.49,0.758
188,1,89,88,45.49,0.758
189,1,90,89,45.49,0.758
190,1,91,90,46.2,0.77
191,1,92,91,46.2,0.77
192,1,93,92,49.23,0.821
193,1,94,93,49.23,0.821
194,1,95,94,49.23,0.821
195,1,96,95,49.23,0.821
196,1,97,96,49.23,0.821
197,1,98,97,51.37,0.856
198,1,99,98,51.37,0.856
199,1,100,99,52.02,0.867
200,2,3,1,7.94,0.132
201,2,4,2,7.94,0.132
202,2,5,3,7.94,0.132
203,2,6,4,7.94,0.132
204,2,7,5,7.94,0.132
205,2,8,6,7.94,0.132
206,2,9,7,7.94,0.132
207,2,10,8,7.8,0.13
208,2,11,9,7.8,0.13
209,2,12,10,7.8,0.13
210,2,13,11,7.8,0.13
211,2,14,12,7.8,0.13
212,2,15,13,13.88,0.231
213,2,16,14,13.88,0.231
214,2,17,15,13.88,0.231
215,2,18,16,13.88,0.231
216,2,19,17,13.88,0.231
217,2,20,18,18.05,0.301
218,2,21,19,18.05,0.301
219,2,22,20,18.05,0.301
220,2,23,21,18.05,0.301
221,2,24,22,18.05,0.301
222,2,25,23,18.14,0.302
223,2,26,24,18.14,0.302
224,2,27,25,18.14,0.302
225,2,28,26,18.14,0.302
226,2,29,27,18.14,0.302
227,2,30,28,20.86,0.348
228,2,31,29,20.86,0.348
229,2,32,30,20.86,0.348
230,2,33,31,20.86,0.348
231,2,34,32,20.86,0.348
232,2,35,33,30.99,0.517
233,2,36,34,30.99,0.517
234,2,37,35,30.99,0.517
235,2,38,36,30.99,0.517
236,2,39,37,30.99,0.517
237,2,40,38,33.35,0.556
238,2,41,39,33.35,0.556
239,2,42,40,33.35,0.556
240,2,43,41,33.35,0.556
241,2,44,42,33.35,0.556
242,2,45,43,37.04,0.617
243,2,46,44,37.04,0.617
244,2,47,45,37.04,0.617
245,2,48,46,37.04,0.617
246,2,49,47,37.04,0.617
247,2,50,48,40.93,0.682
248,2,51,49,40.93,0.682
249,2,52,50,40.93,0.682
250,2,53,51,40.93,0.682
251,2,54,52,40.93,0.682
252,2,55,53,42.12,0.702
253,2,56,54,42.12,0.702
254,2,57,55,42.12,0.702
255,2,58,56,42.12,0.702
256,2,59,57,42.12,0.702
257,2,60,58,42.04,0.701
258,2,61,59,42.04,0.701
259,2,62,60,42.04,0.701
260,2,63,61,42.04,0.701
261,2,64,62,42.04,0.701
262,2,65,63,45.49,0.758
263,2,66,64,45.49,0.758
264,2,67,65,45.49,0.758
265,2,68,66,45.49,0.758
266,2,69,67,45.49,0.758
267,2,70,68,45.49,0.758
268,2,71,69,45.49,0.758
269,2,72,70,45.49,0.758
270,2,73,71,45.49,0.758
271,2,74,72,45.49,0.758
272,2,75,73,45.49,0.758
273,2,76,74,45.49,0.758
274,2,77,75,45.49,0.758
275,2,78,76,45.49,0.758
276,2,79,77,45.49,0.758
277,2,80,78,45.49,0.758
278,2,81,79,45.49,0.758
279,2,82,80,45.49,0.758
280,2,83,81,45.49,0.758
281,2,84,82,45.49,0.758
282,2,85,83,45.49,0.758
283,2,86,84,45.49,0.758
284,2,87,85,45.49,0.758
285,2,88,86,45.49,0.758
286,2,89,87,45.49,0.758
287,2,90,88,45.49,0.758
288,2,91,89,46.2,0.77
289,2,92,90,46.2,0.77
290,2,93,91,49.23,0.821
291,2,94,92,49.23,0.821
292,2,95,93,49.23,0.821
293,2,96,94,49.23,0.821
294,2,97,95,49.23,0.821
295,2,98,96,51.37,0.856
296,2,99,97,51.37,0.856
297,2,100,98,52.02,0.867
298,3,4,1,7.94,0.132
299,3,5,2,7.94,0.132
300,3,6,3,7.94,0.132
